"fips_state_code","fips_county_code","name","state_abbrev","population","housing_units","land_area","water_area","latitude","longitude"
"20","103","Leavenworth County","KS","64371","21264","1199966","13098","39202416","-9503805"
"20","105","Lincoln County","KS","3653","1864","1861951","2773","39043990","-9821103"
"20","107","Linn County","KS","8254","4811","1550805","19641","38207123","-9484087"
"20","109","Logan County","KS","3081","1466","2779242","274","38916481","-10114668"
"20","111","Lyon County","KS","34732","14346","2204069","10921","38461626","-9615018"
"20","113","McPherson County","KS","27268","10941","2330525","3822","38387996","-9764754"
"20","115","Marion County","KS","12888","5659","2442786","27016","38361564","-9709769"
"20","117","Marshall County","KS","11705","5269","2337800","4622","39778534","-9652916"
"20","119","Meade County","KS","4247","2049","2534258","3214","37240009","-10035925"
"20","121","Miami County","KS","23466","8971","1493802","34810","38564655","-9483352"
"20","123","Mitchell County","KS","7203","3359","1812778","48522","39393310","-9820653"
"20","125","Montgomery County","KS","38816","17920","1671224","16037","37189342","-9574175"
"20","127","Morris County","KS","6198","3149","1806361","14140","38686623","-9664348"
"20","129","Morton County","KS","3480","1515","1890623","55","37197732","-10180804"
"20","131","Nemaha County","KS","10446","4319","1862401","924","39776155","-9601877"
"20","133","Neosho County","KS","17035","7726","1481252","15992","37556830","-9530132"
"20","135","Ness County","KS","4033","2048","2783760","667","38475432","-9991556"
"20","137","Norton County","KS","5947","2798","2273694","9185","39783841","-9989888"
"20","139","Osage County","KS","15248","6324","1822315","40648","38649921","-9572702"
"20","141","Osborne County","KS","4867","2496","2311862","4399","39349091","-9876732"
"20","143","Ottawa County","KS","5634","2591","1867843","1973","39131606","-9765280"
"20","145","Pawnee County","KS","7555","3412","1953408","994","38181347","-9923223"
"20","147","Phillips County","KS","6590","3264","2295407","22231","39784493","-9934703"
"20","149","Pottawatomie County","KS","16128","6472","2186713","46178","39379536","-9633388"
"20","151","Pratt County","KS","9702","4620","1903713","1975","37647726","-9873978"
"20","153","Rawlins County","KS","3404","1744","2770484","280","39789524","-10107386"
"20","155","Reno County","KS","62389","26607","3249167","43576","37960613","-9808951"
"20","157","Republic County","KS","6482","3283","1855853","9868","39828164","-9765027"
"20","159","Rice County","KS","10610","4868","1881927","4448","38347421","-9820029"
"20","161","Riley County","KS","67139","22868","1578961","32405","39292937","-9672732"
"20","163","Rooks County","KS","6039","2979","2300924","18173","39350761","-9932556"
"20","165","Rush County","KS","3842","1999","1860252","544","38523419","-9930872"
"20","167","Russell County","KS","7835","4079","2291464","37021","38922221","-9876635"
"20","169","Saline County","KS","49301","21129","1863891","4316","38781448","-9764779"
"20","171","Scott County","KS","5289","2305","1858542","305","38481884","-10090589"
"20","173","Sedgwick County","KS","403662","170159","2590640","23901","37683500","-9746202"
"20","175","Seward County","KS","18743","7572","1656477","2560","37191283","-10085232"
"20","177","Shawnee County","KS","160976","68991","1424115","16837","39042600","-9575780"
"20","179","Sheridan County","KS","3043","1324","2321716","640","39350549","-10044089"
"20","181","Sherman County","KS","6926","3177","2734711","549","39350732","-10171947"
"20","183","Smith County","KS","5078","2615","2319237","2859","39784684","-9878500"
"20","185","Stafford County","KS","5365","2666","2051531","6918","38035581","-9871956"
"20","187","Stanton County","KS","2333","956","1761361","147","37558728","-10178422"
"20","189","Stevens County","KS","5048","2116","1884478","463","37202609","-10131822"
"20","191","Sumner County","KS","25841","10769","3061101","7698","37229572","-9747535"
"20","193","Thomas County","KS","8258","3534","2783891","288","39358557","-10105478"
"20","195","Trego County","KS","3694","1851","2300851","27790","38921356","-9986476"
"20","197","Wabaunsee County","KS","6603","2853","2065418","6214","38954812","-9620030"
"20","199","Wallace County","KS","1821","840","2367423","137","38908933","-10175402"
"20","201","Washington County","KS","7073","3355","2327125","982","39784202","-9708590"
"20","203","Wichita County","KS","2758","1190","1861093","62","38481896","-10134709"
"20","205","Wilson County","KS","10289","5091","1486414","2933","37558943","-9574166"
"20","207","Woodson County","KS","4116","2199","1296701","12550","37887411","-9573865"
"20","209","Wyandotte County","KS","161993","69102","392120","11142","39114400","-9476617"
"21","1","Adair County","KY","15360","6434","1053760","13970","37105341","-8528161"
"21","3","Allen County","KY","14628","6381","896502","15332","36751657","-8619042"
"21","5","Anderson County","KY","14571","5804","524956","4177","38004230","-8498752"
"21","7","Ballard County","KY","7902","3553","650539","58124","37064215","-8900223"
"21","9","Barren County","KY","34001","14202","1271591","23292","36960438","-8592760"
"21","11","Bath County","KY","9692","4021","723773","11694","38140254","-8374085"
"21","13","Bell County","KY","31506","12568","934416","1510","36735535","-8367264"
"21","15","Boone County","KY","57589","21476","637835","27736","38973682","-8472964"
"21","17","Bourbon County","KY","19236","7781","754849","597","38203120","-8421101"
"21","19","Boyd County","KY","51150","21365","414885","4257","38358572","-8268939"
"21","21","Boyle County","KY","25641","10191","470405","2826","37618893","-8486603"
"21","23","Bracken County","KY","7766","3166","526380","14696","38693175","-8408270"
"21","25","Breathitt County","KY","15703","6127","1282637","245","37519432","-8332182"
"21","27","Breckinridge County","KY","16312","8261","1482583","33979","37772639","-8643114"
"21","29","Bullitt County","KY","47567","16629","774745","2800","37970554","-8569510"
"21","31","Butler County","KY","11245","4698","1108763","8918","37209152","-8668105"
"21","33","Caldwell County","KY","13232","5794","898742","3100","37148436","-8787076"
"21","35","Calloway County","KY","30735","13242","1000460","63538","36620863","-8827392"
"21","37","Campbell County","KY","83866","32910","392554","20397","38945471","-8437940"
"21","39","Carlisle County","KY","5238","2295","498569","16924","36853875","-8897749"
"21","41","Carroll County","KY","9292","3870","336965","18597","38670063","-8512784"
"21","43","Carter County","KY","24340","9290","1063521","4006","38326314","-8305139"
"21","45","Casey County","KY","14211","6046","1154191","301","37321965","-8492811"
"21","47","Christian County","KY","68941","23429","1868327","6973","36895050","-8749186"
"21","49","Clark County","KY","29496","11635","658717","2191","37970750","-8414602"
"21","51","Clay County","KY","21746","7930","1219945","180","37156540","-8370932"
"21","53","Clinton County","KY","9135","4189","511422","20946","36718853","-8513467"
"21","55","Crittenden County","KY","9196","4039","938003","22818","37356633","-8808974"
"21","57","Cumberland County","KY","6784","3051","792130","13016","36781576","-8538901"
"21","59","Daviess County","KY","87189","35041","1197694","35919","37731833","-8708753"
"21","61","Edmonson County","KY","10357","5009","783824","13965","37213035","-8624561"
"21","63","Elliott County","KY","6455","2639","606032","3183","38119692","-8309794"
"21","65","Estill County","KY","14614","5863","657901","4402","37692899","-8396459"
"21","67","Fayette County","KY","225366","97742","736909","2622","38042746","-8445946"
"21","69","Fleming County","KY","12292","5163","909278","1092","38374030","-8369466"
"21","71","Floyd County","KY","43586","17169","1021298","3016","37555669","-8274830"
"21","73","Franklin County","KY","43781","18543","545155","4268","38235272","-8487861"
"21","75","Fulton County","KY","8271","3684","541213","55946","36553327","-8918531"
"21","77","Gallatin County","KY","5393","2290","255998","15124","38757005","-8486206"
"21","79","Garrard County","KY","11579","4929","598861","6910","37645027","-8453511"
"21","81","Grant County","KY","15737","6543","673105","2230","38639383","-8461302"
"21","83","Graves County","KY","33550","14528","1439135","2188","36723269","-8864982"
"21","85","Grayson County","KY","21050","10446","1304562","18568","37459654","-8634590"
"21","87","Green County","KY","10371","4523","747854","128","37258803","-8555448"
"21","89","Greenup County","KY","36742","14657","896710","21516","38542262","-8292058"
"21","91","Hancock County","KY","7864","3080","489017","26219","37841977","-8677908"
"21","93","Hardin County","KY","89240","32375","1626566","4840","37696424","-8596341"
"21","95","Harlan County","KY","36574","14735","1210046","2019","36856186","-8321501"
"21","97","Harrison County","KY","16248","6488","802173","455","38443589","-8433223"
"21","99","Hart County","KY","14890","6501","1077316","5134","37293149","-8588787"
"21","101","Henderson County","KY","43044","17932","1139989","70224","37798846","-8757279"
"21","103","Henry County","KY","12823","5447","749398","4640","38456092","-8512301"
"21","105","Hickman County","KY","5566","2374","633172","21975","36678159","-8897553"
"21","107","Hopkins County","KY","46126","19325","1425995","9523","37307396","-8753835"
"21","109","Jackson County","KY","11955","4895","897042","625","37416770","-8400824"
"21","111","Jefferson County","KY","664937","282578","997439","34947","38187950","-8566157"
"21","113","Jessamine County","KY","30508","11209","448498","3367","37871789","-8458233"
"21","115","Johnson County","KY","23248","9381","677448","6214","37844267","-8282956"
"21","117","Kenton County","KY","142031","56086","421064","6214","38932972","-8453613"
"21","119","Knott County","KY","17906","6718","912233","2123","37347339","-8295404"
"21","121","Knox County","KY","29676","11731","1004084","102","36889836","-8385178"
"21","123","Larue County","KY","11679","4824","682322","763","37553255","-8569810"
"21","125","Laurel County","KY","43438","16923","1128447","20909","37111340","-8412000"
"21","127","Lawrence County","KY","13998","5684","1084838","3370","38061108","-8273244"
"21","129","Lee County","KY","7422","3025","543561","3515","37590500","-8371772"
"21","131","Leslie County","KY","13642","5038","1046470","857","37094172","-8338424"
"21","133","Letcher County","KY","27000","10808","878144","191","37117409","-8285462"
"21","135","Lewis County","KY","13029","5328","1254887","29051","38530838","-8338515"
"21","137","Lincoln County","KY","20045","7985","871681","550","37455966","-8465933"
"21","139","Livingston County","KY","9062","4177","818720","67622","37211522","-8834677"
"21","141","Logan County","KY","24416","10303","1439316","3660","36857973","-8687870"
"21","143","Lyon County","KY","6624","3460","558797","105457","37015440","-8807886"
"21","145","McCracken County","KY","62879","27581","650461","43914","37056230","-8871699"
"21","147","McCreary County","KY","15603","6039","1107823","7608","36739468","-8448222"
"21","149","McLean County","KY","9628","4042","658667","4866","37528453","-8726119"
"21","151","Madison County","KY","57508","21456","1141451","6279","37723106","-8427711"
"21","153","Magoffin County","KY","13077","4800","801487","16","37699156","-8306468"
"21","155","Marion County","KY","16499","6115","897897","545","37554214","-8526958"
"21","157","Marshall County","KY","27205","12528","789721","91724","36880682","-8833521"
"21","159","Martin County","KY","12526","4697","597552","285","37798636","-8252017"
"21","161","Mason County","KY","16666","7089","624521","14226","38595807","-8382623"
